1,127,0.37,1.62,0.79
2,148,0.27,1.21,0.58
3,215,0.52,2.19,1.28
4,310,0.45,1.92,1.11
5,231,0.45,2.09,0.64
6,184,0.56,2.57,0.99
7,64,0.51,2.43,0.6
8,31,0.22,0.89,0.66
9,38,0.26,1.08,0.68
Average,149.78,0.44,1.95,0.91
