1,241,0.3424873213016276,1.3572156379445277,0.990250840805972
2,212,0.41842326702887567,1.7394573465958965,1.0907530780603054
3,263,0.5175841819966019,2.2502253621314203,1.1750684877669162
4,372,0.4386458980368819,1.7265400988967259,1.2815639834306929
5,294,0.5302028223256892,2.2539680493073235,1.2958628887229562
6,210,0.44707432129475805,1.8690683271938768,1.1486150872806729
7,69,0.43917649128032776,2.0412671004486014,0.723381385568315
8,55,0.6171474320307921,2.382355982790965,1.9027857343198626
9,27,0.3258408298343008,1.4666740057725225,0.7007404769222298
Average,193.66666666666666,0.45295361834776166,1.898530212342429,1.1454468847642136
