0.0,149.78,0.44,1.95,0.91
0.1,155.0,0.44,1.91,0.94
0.2,154.0,0.43,1.9,0.89
0.3,151.56,0.43,1.89,0.9
0.4,147.78,0.44,1.94,0.93
0.5,157.67,0.45,1.99,0.94
