1,123,0.3870276225124672,1.7124319825712455,0.828598904865953
2,145,0.27886659570164246,1.2288182932380063,0.6054300429179903
3,231,0.533405848040088,2.2927383474485583,1.2614578677347728
4,311,0.43080079861892034,1.8279619615296303,1.0584726634651127
5,253,0.4405563855495395,2.02710493937246,0.7486478796419269
6,159,0.49527485436387975,2.28519373551148,0.8327038406681092
7,69,0.4172798546736808,1.9565482070315092,0.6371443828653663
8,40,0.2864251378574848,1.212124081747743,0.7397002466771151
9,33,0.27223007564650403,1.043886799213737,0.8612503088505947
Average,151.55555555555554,0.4286497277012643,1.892276335930206,0.9047410879754434
