1,249,0.4119498283611844,1.5492809819310809,1.2972591156832929
2,168,0.4094253723425069,1.6594060451092516,1.1346763679863114
3,257,0.521494071257947,2.1901934222401453,1.3212363848906163
4,380,0.4661083972384262,1.812413895692568,1.3911292512999571
5,244,0.5122177489109705,2.320292312404422,0.9640958616847549
6,19,0.4839185666337111,2.433842600749796,0.0
7,176,0.43883899075077787,2.0218422158894063,0.7439787160639857
8,73,0.4858104762577006,2.3106984993155932,0.6285000177845121
9,55,0.515111381604002,2.2853745616380334,1.1195608119662723
10,32,0.4786091859944414,2.251235285971435,0.773544661533028
Average,165.3,0.47234840193516686,2.0834579820941732,0.93739811888927316
