1,124,0.37854167390256693,1.6916982652364947,0.7745756268860728
2,146,0.27601545509768155,1.2208963986793544,0.5896516209829541
3,235,0.5359038755905021,2.3195024787274723,1.2375831052891848
4,308,0.422628665233256,1.7770075659916236,1.066075110260647
5,257,0.45050777309721823,2.079509357886163,0.7471995435631984
6,159,0.4874438992615764,2.250513207605536,0.8155435016235636
7,74,0.4277537556234468,2.00552660562945,0.6501538056548144
8,45,0.3355334853668891,1.5096771801572975,0.6929096277147382
9,38,0.2973813119605755,1.115141319029574,0.9659240364553409
Average,154.0,0.4290633592673256,1.8985629068944396,0.8939529623415824
