1,129,0.3733569873457464,1.647250722894358,0.8081675693282314
2,150,0.27593335213275905,1.217300594845103,0.5958397807023506
3,234,0.5351963784053666,2.3147340013545468,1.2391927030050127
4,317,0.43183754976837824,1.7864299833807873,1.13653184707978
5,249,0.44759103106072745,2.046485445055116,0.7950780791860681
6,170,0.5045857334278905,2.318958183419633,0.8717409791882681
7,73,0.5051558841774331,2.3803579581315053,0.7307679995734473
8,40,0.3118904900745598,1.2005946745462677,0.9744018333625964
9,33,0.30285272549289644,1.1816087262172272,0.932984518451075
Average,155.0,0.4360268032379999,1.9122704418777716,0.9413349865001757
