PILLARS.
Pillar: 1.
-3.49471,-1.07019
-3.49471,-1.07019
-3.49471,-1.07019
-3.49471,-1.07019
-3.49471,-1.07019
-3.49471,-1.07019
-3.49471,-1.07019
-3.49471,-1.07019
-3.49471,-1.07019
-3.34253,-1.11753
-3.31652,-1.12656
-3.31689,-1.12658
-3.31716,-1.12659
-3.31738,-1.12661
-3.31755,-1.12661
-3.25172,-1.12816
-3.25276,-1.12805
-3.25359,-1.12797
-3.25425,-1.1279
-3.27241,-1.13086
-3.2598,-1.06176
-3.25999,-1.06189
-3.26016,-1.062
-3.2603,-1.0621
-3.26043,-1.06219
-3.26054,-1.06226
-3.26064,-1.06233
-3.26072,-1.06239
-3.2608,-1.06245
-3.3876,-1.12244
-3.38763,-1.12246
-3.38765,-1.12248
-3.194,-1.12052
-3.19604,-1.12065
-3.19785,-1.12076
-3.19944,-1.12086
-3.20087,-1.12095
-3.20214,-1.12102
-3.20328,-1.12109
-2.95199,-1.11667
-3.16343,-1.05244
-3.16564,-1.05265
-3.16765,-1.05284
-3.1695,-1.05301
-3.17119,-1.05317
-3.17274,-1.05331
-3.17418,-1.05345
-3.17551,-1.05357
-3.3421,-1.07291
-3.34211,-1.0729
-3.91816,-1.10238
-3.91511,-1.10221
-3.91229,-1.10205
-3.90967,-1.10189
-3.90722,-1.10175
-3.90495,-1.10162
-3.90282,-1.10149
-3.90083,-1.10137
-4.35736,-1.07939
-2.92484,-1.23098
-2.92484,-1.23098
-3.29054,-1.30154
-3.28918,-1.30154
-3.28789,-1.30155
-3.28668,-1.30155
-3.28554,-1.30155
-3.28446,-1.30155
-3.28344,-1.30155
-3.28247,-1.30155
-3.65353,-1.57704
-3.65306,-1.57629
-3.65261,-1.57558
-3.65219,-1.57491
-3.65178,-1.57426
-3.6514,-1.57364
-3.65103,-1.57305
-3.65067,-1.57248
-3.32247,-1.18187
-3.32253,-1.18186
-3.32258,-1.18185
-3.32263,-1.18184
-3.32268,-1.18183
-3.32272,-1.18182
-3.32277,-1.18181
-3.32281,-1.18181
-3.32285,-1.1818
-3.32289,-1.18179
-3.56448,-1.37227
-3.5623,-1.37071
-3.13241,-1.46897
-3.12552,-1.46684
-3.1189,-1.46488
-3.1125,-1.46306
-3.10632,-1.46138
-3.10034,-1.45983
-3.09455,-1.45839
-3.86293,-1.11401
-3.86083,-1.11314
-3.67064,-1.10224
-3.66995,-1.10197
-3.6693,-1.10171
-3.66869,-1.10146
-3.66811,-1.10123
-3.66757,-1.101
-3.66706,-1.10079
-2.89618,-1.39109
-2.89689,-1.39007
-2.89758,-1.3891
-2.89825,-1.38818
-2.89891,-1.38729
-2.89956,-1.38644
-2.90018,-1.38563
-2.92815,-1.42522
-3.61561,-0.921813
-3.61515,-0.921852
-3.45258,-1.01336
-3.45313,-1.01297
-3.64688,-0.709569
-3.6318,-0.706707
-3.61885,-0.703775
-3.60758,-0.70079
-3.59766,-0.697765
-3.70205,-1.43008
-3.48924,-1.18618
-3.48902,-1.1861
-3.34435,-1.17503
-3.34427,-1.17495
-2.98259,-1.15526
-2.97952,-1.15498
-2.9765,-1.15471
-2.97352,-1.15445
-2.97058,-1.15419
-4.07844,-1.17825
-4.078,-1.17802
-4.07757,-1.1778
-4.07716,-1.17758
-3.77486,-0.950018
-3.70983,-0.909082
-3.71615,-0.912807
-3.72166,-0.916267
-3.72648,-0.919496
-3.40632,-1.36642
-3.40631,-1.36596
-3.10825,-1.26536
-3.10847,-1.26504
-3.10868,-1.26472
-2.94668,-1.36796
-2.9517,-1.36759
-2.95625,-1.36721
-2.96039,-1.36682
-3.15199,-1.28333
-3.37633,-1.33166
-3.37634,-1.33163
-3.37634,-1.33161
-3.37573,-0.921627
-3.37574,-0.921745
-3.55072,-0.913057
-3.29561,-1.31842
-3.0832,-1.3471
-3.1902,-1.36577
-3.18996,-1.36576
-2.91633,-1.46991
-2.91648,-1.47003
-2.91662,-1.47014
-2.91676,-1.47026
-2.9169,-1.47037
-2.99317,-1.16572
-2.99288,-1.16571
-2.99261,-1.16571
-2.86675,-1.19851
-2.86675,-1.1986
-2.86674,-1.1987
-2.86673,-1.1988
-2.86673,-1.19889
-3.61423,-0.985068
-3.61443,-0.985015
