1,234,0.3595473985424036,1.498779287367033,0.9299927807599758
2,196,0.4290963448649351,1.8580576341454906,0.991256230896675
3,234,0.543893375234142,2.401040727064531,1.1638122776913227
4,359,0.4516425983505272,1.8564609396584304,1.2064031399107848
5,280,0.5188376281039123,2.311789733923893,1.0628633632731654
6,216,0.49739716705531706,2.1877158367861584,1.0817870571726123
7,80,0.5707436375658844,2.6864123359388206,0.829598749271051
8,42,0.3217529417569506,1.4863673044715455,0.576275406822439
9,57,0.4639885067936363,2.1511618944955893,0.7897638911241265
Average,188.66666666666666,0.46187773314085651,2.0486428548723881,0.95908365521357253
