1,128,0.3979254853460438,1.7654589388357764,0.8411928749802997
2,149,0.287425840335776,1.2787489108299448,0.5982729883597055
3,235,0.5562733869816353,2.4218678240397424,1.2576439017243948
4,312,0.4174888780625198,1.7692839055656242,1.0295228427919254
5,255,0.44615949942986005,2.0645342567409353,0.7257491464116262
6,168,0.5252700851198936,2.373342883870532,1.0093120461143432
7,74,0.4501303248946818,2.1120242048654685,0.6792561735831494
8,56,0.55791521359387,2.440921755807681,1.2793683748562847
9,42,0.37148577907420344,1.5016244587237557,1.0643573850093166
Average,157.66666666666666,0.448846394369169,1.9865365227493417,0.9406736146645939
