PILLARS.
Pillar: 1.
-3.51972,-2.60256
-3.51972,-2.60256
-3.51972,-2.60256
-3.51972,-2.60256
-3.51972,-2.60256
-3.51972,-2.60256
-3.51972,-2.60256
-3.51972,-2.60256
-3.51972,-2.60256
-3.51972,-2.60256
-3.51972,-2.60256
-3.66819,-2.55668
-3.66819,-2.55668
-3.66819,-2.55668
-3.66819,-2.55668
-3.66819,-2.55668
-3.66819,-2.55668
-3.55821,-2.57028
-3.56006,-2.57016
-3.56155,-2.57006
-3.56277,-2.56999
-3.50457,-2.51005
-3.50675,-2.51174
-3.50854,-2.51313
-3.51003,-2.51428
-3.51127,-2.51525
-3.51233,-2.51608
-3.51323,-2.51678
-3.51401,-2.5174
-3.51468,-2.51793
-3.51527,-2.51839
-3.50884,-2.52711
-3.50884,-2.52711
-3.44814,-2.52965
-3.44963,-2.52955
-3.45094,-2.52945
-3.4521,-2.52936
-3.45313,-2.52929
-3.45405,-2.52922
-3.45488,-2.52916
-3.45563,-2.5291
-3.34568,-2.57027
-3.34568,-2.57027
-3.83544,-2.59637
-3.82798,-2.59572
-3.82134,-2.59515
-3.81541,-2.59463
-3.81009,-2.59417
-3.80529,-2.59376
-3.80094,-2.59338
-3.797,-2.59304
-3.96297,-2.44768
-3.96297,-2.44768
-4.26293,-2.54302
-4.25849,-2.54269
-4.25442,-2.54239
-4.25067,-2.54211
-4.24722,-2.54186
-4.24402,-2.54162
-4.24106,-2.5414
-4.23831,-2.54119
-3.67065,-2.39759
-3.21723,-2.69853
-3.20906,-2.69635
-3.20118,-2.69436
-3.19356,-2.69255
-3.18619,-2.6909
-3.17904,-2.68939
-3.17212,-2.68802
-3.16539,-2.68676
-3.57983,-2.66909
-3.57879,-2.66839
-3.27882,-2.68539
-3.28013,-2.68445
-3.28133,-2.68356
-3.28243,-2.68274
-3.28345,-2.68197
-3.28439,-2.68124
-3.28525,-2.68056
-3.71593,-2.52296
-3.30624,-2.49169
-3.30137,-2.49083
-3.29661,-2.49
-3.4901,-2.78055
-3.49,-2.78045
-3.08902,-2.85988
-3.09137,-2.85913
-3.14673,-2.66875
-3.15579,-2.6688
-3.16369,-2.66881
-3.17065,-2.66878
-3.17682,-2.66872
-3.40821,-2.7736
-3.40789,-2.77404
-3.40758,-2.77446
-2.85458,-2.70099
-2.85276,-2.70168
-2.85097,-2.70236
-2.84922,-2.70303
-2.8475,-2.70368
-3.49183,-2.43289
-3.49179,-2.43278
-3.20393,-2.50235
-3.20325,-2.50255
-3.20258,-2.50274
-2.87146,-2.5827
-2.87095,-2.5831
-2.87045,-2.5835
-2.86997,-2.58389
-2.86949,-2.58427
-3.16461,-2.20775
-3.16429,-2.20682
-3.16398,-2.20591
-3.16368,-2.20502
-3.12502,-1.98989
-3.12492,-1.98876
-3.12483,-1.98765
-3.12473,-1.98656
-2.93789,-2.34668
-2.93691,-2.34649
-2.93594,-2.3463
-2.93499,-2.34611
-2.93406,-2.34593
-2.93314,-2.34575
Pillar: 2.
-3.42318,-0.869143
-3.42318,-0.869143
-3.42318,-0.869143
-3.42318,-0.869143
-3.42318,-0.869143
-3.42318,-0.869143
-3.42318,-0.869143
-3.42318,-0.869143
-3.42318,-0.869143
-3.42318,-0.869143
-3.42318,-0.869143
-3.27471,-0.915024
-3.27471,-0.915024
-3.27471,-0.915024
-3.27471,-0.915024
-3.27471,-0.915024
-3.27471,-0.915024
-3.17251,-0.926781
-3.1744,-0.926651
-3.17593,-0.926548
-3.17718,-0.926466
-3.19097,-0.852802
-3.19373,-0.854383
-3.19601,-0.85568
-3.1979,-0.856757
-3.1995,-0.857661
-3.20086,-0.858429
-3.20202,-0.859086
-3.20303,-0.859654
-3.20391,-0.860148
-3.20469,-0.860579
-3.3323,-0.915861
-3.3323,-0.915861
